"Nome do projeto","Website G4"
"Intervalo de datas","04/21/2026 00:00 - 04/21/2026 23:59"


"URL visitada é exatamente","https://g4business.com/"
"URL visitada começa com","https://g4business.com/"

"Total de sessões","200"

"URL visitada é exatamente","https://g4business.com/"
"URL visitada começa com","https://g4business.com/"

"Data","Horário","Duração da sessão","URL de entrada","URL de saída","Referenciador:","ID de usuário de clareza","Navegador","Dispositivo","OS","País/Região","Contagem de páginas","Cliques na sessão","Favorito","Link de gravação"
"04/21/2026","23:54","05:14","https://g4business.com/","https://g4business.com/","","nwwfcb","Chrome","PC","Windows","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/nwwfcb/1lugy6b/?ss=1776826498000&sd=314"
"04/21/2026","23:54","00:02","https://g4business.com/","https://g4business.com/","https://instagram.com/","r8xfql","InstagramApp","Mobile","iOS","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/r8xfql/y68tqi/?ss=1776826497000&sd=2"
"04/21/2026","23:53","03:46","https://g4business.com/","https://g4business.com/fundamentos-g4-e-commerce","https://www.google.com/","1xu9o9o","ChromeMobile","Mobile","Android","Brazil","6","17","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1xu9o9o/bci2dr/?ss=1776826405000&sd=226"
"04/21/2026","23:52","00:05","https://g4business.com/","https://g4business.com/","https://g4educacao.com/","16vtrow","MobileSafari","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/16vtrow/1hhdpv7/?ss=1776826357000&sd=5"
"04/21/2026","23:47","02:26","https://g4business.com/","https://g4business.com/","https://www.google.com/","1cv7wh2","ChromeMobile","Mobile","iOS","Brazil","1","7","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1cv7wh2/1k7b9x1/?ss=1776826040000&sd=146"
"04/21/2026","23:32","00:11","https://g4business.com/","https://g4business.com/","https://instagram.com/","1qc01sd","InstagramApp","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1qc01sd/bbny1/?ss=1776825174000&sd=11"
"04/21/2026","23:22","21:49","https://g4business.com/","https://g4business.com/biografias-mentores-g4","","4f9ir6","Chrome","PC","MacOS","Brazil","4","5","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/4f9ir6/c9x9dt/?ss=1776824525000&sd=1309"
"04/21/2026","23:21","01:38","https://g4business.com/","https://g4business.com/g4-academia-de-ia","https://www.google.com/","tcqxyo","MobileSafari","Mobile","iOS","Brazil","3","7","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/tcqxyo/1pyviwf/?ss=1776824488000&sd=98"
"04/21/2026","23:03","02:04","https://g4business.com/","https://g4business.com/materiais-gratuitos/guia-jornada-de-compra","https://www.google.com/","12jit22","GoogleApp","Mobile","iOS","Brazil","4","7","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/12jit22/11mylrz/?ss=1776823412000&sd=124"
"04/21/2026","22:59","00:10","https://g4business.com/","https://g4business.com/","https://instagram.com/","zo2115","InstagramApp","Mobile","Android","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/zo2115/1m48ue5/?ss=1776823164000&sd=10"
"04/21/2026","22:56","00:01","https://g4business.com/","https://g4business.com/","https://www.google.com/","11qfxd1","MobileSafari","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/11qfxd1/8yip40/?ss=1776823011000&sd=1"
"04/21/2026","22:54","00:42","https://g4business.com/","https://g4business.com/","https://instagram.com/","518rg1","InstagramApp","Mobile","Android","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/518rg1/13qqus9/?ss=1776822869000&sd=42"
"04/21/2026","22:52","06:36","https://g4business.com/","https://g4business.com/g4-learning?utm_source=google&utm_campaign=adsgg_g4_bau074_lgen_g4-institucional_bofu_form-g4-google_leads_branding_site-g4&utm_content=bau074_g4-institucional_kw-mix_g4-educacao&utm_medium=cpc&utm_term=g4educacao","https://www.google.com/","1enkyyp","MobileSafari","Mobile","iOS","Brazil","7","36","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1enkyyp/ssnrpz/?ss=1776822766000&sd=396"
"04/21/2026","22:47","27:30","https://g4business.com/","https://g4business.com/blog/brand-awareness","https://br.search.yahoo.com/","5csrll","Chrome","PC","Windows","Brazil","13","67","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/5csrll/urjnro/?ss=1776822473000&sd=1650"
"04/21/2026","22:41","00:27","https://g4business.com/","https://g4business.com/","https://instagram.com/","eegfe0","InstagramApp","Mobile","iOS","Brazil","1","5","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/eegfe0/138pew7/?ss=1776822068000&sd=27"
"04/21/2026","22:37","01:22","https://g4business.com/","https://g4business.com/","https://www.google.com/","1jd2apl","ChromeMobile","Mobile","Android","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1jd2apl/1bsl0af/?ss=1776821830000&sd=82"
"04/21/2026","22:32","05:05","https://g4business.com/","https://g4business.com/","https://www.bing.com/","6v2zmj","Edge","PC","Windows","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/6v2zmj/cdjroc/?ss=1776821569000&sd=305"
"04/21/2026","22:30","02:08","https://g4business.com/","https://g4business.com/","https://instagram.com/","527as1","InstagramApp","Mobile","Android","Brazil","1","7","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/527as1/1dc3xa0/?ss=1776821451000&sd=128"
"04/21/2026","22:30","05:11","https://g4business.com/","https://g4business.com/","https://www.bing.com/","r0cbwj","Edge","PC","MacOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/r0cbwj/tzhjd5/?ss=1776821439000&sd=311"
"04/21/2026","22:28","05:20","https://g4business.com/","https://g4business.com/","https://g4business.com/?utm_source=google&utm_campaign=adsgg_g4_bau419_lgen_programas-presenciais_bofu_form-g4-google_leads_branding_lp&utm_content=bau419_programas-presenciais_kw-mix_g4-gestao-e-estrategia&utm_medium=cpc&utm_term=g4%20gest%C3%A3o%20estrat%C3%A9gica","1onqias","Chrome","PC","Windows","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1onqias/1w2n1jt/?ss=1776821322000&sd=320"
"04/21/2026","22:28","00:19","https://g4business.com/","https://g4business.com/","https://instagram.com/","1kybbc1","InstagramApp","Mobile","Android","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1kybbc1/230ckw/?ss=1776821310000&sd=19"
"04/21/2026","22:27","02:28","https://g4business.com/g4-gestao-e-estrategia?utm_source=google&utm_medium=cpc&utm_campaign=adsgg_g4_bau074_lgen_g4-institucional_bofu_form-g4-google_leads_branding_site-g4&utm_content=bau074_g4-institucional_kw-mix_g4-educacao&utm_term=g4%20educa%C3%A7%C3%A3o&utm_placement=search&gad_source=1&gad_campaignid=20917942975&gclid=CjwKCAjwwJzPBhBREiwAJfHRnXoezGKIy5m3qVGnacs67c7MngqypHENyiyrU0ePhammpsm-cY-lgBoCcwUQAvD_BwE","https://g4business.com/g4-sales","https://www.google.com/","9plk6g","Opera","PC","Windows","Brazil","3","27","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/9plk6g/j45upa/?ss=1776821260000&sd=148"
"04/21/2026","22:25","00:44","https://g4business.com/","https://g4business.com/","http://m.facebook.com/","1fz4pto","FacebookApp","Mobile","Android","Brazil","1","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1fz4pto/1n7owbh/?ss=1776821118000&sd=44"
"04/21/2026","22:24","05:03","https://g4business.com/","https://g4business.com/","https://www.google.com/","1kb4fws","ChromeMobile","Mobile","iOS","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1kb4fws/nv6q9g/?ss=1776821043000&sd=303"
"04/21/2026","22:23","03:24","https://g4business.com/","https://g4business.com/g4-academia-de-lideranca","https://www.google.com/","10oigkq","Chrome","PC","Windows","Brazil","2","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/10oigkq/1garpkc/?ss=1776821030000&sd=204"
"04/21/2026","22:23","03:59","https://g4business.com/materiais-gratuitos/modelo-de-ote","https://g4business.com/","https://www.youtube.com/","175cys0","Chrome","PC","MacOS","Brazil","4","11","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/175cys0/137r7me/?ss=1776821006000&sd=239"
"04/21/2026","22:21","01:47","https://g4business.com/","https://g4business.com/g4-learning","https://www.google.com/","bmg6rn","Chrome","PC","Windows","Brazil","5","19","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/bmg6rn/10kw3j5/?ss=1776820890000&sd=107"
"04/21/2026","22:20","00:20","https://g4business.com/","https://g4business.com/","https://instagram.com/","yc5lau","InstagramApp","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/yc5lau/l8pvkb/?ss=1776820807000&sd=20"
"04/21/2026","22:19","00:50","https://g4business.com/","https://g4business.com/","https://instagram.com/","biej3b","InstagramApp","Mobile","Android","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/biej3b/rcp7t0/?ss=1776820751000&sd=50"
"04/21/2026","22:15","23:30","https://g4business.com/","https://g4business.com/blog/g4-skills","https://www.bing.com/","1urcz05","Edge","PC","Windows","Brazil","4","35","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1urcz05/14cj63r/?ss=1776820514000&sd=1410"
"04/21/2026","22:15","12:09","https://g4business.com/","https://g4business.com/g4-gestao-e-estrategia?utm_source=google&utm_medium=cpc&utm_campaign=adsgg_g4_bau074_lgen_g4-institucional_bofu_form-g4-google_leads_branding_site-g4&utm_content=bau074_g4-institucional_kw-mix_g4-educacao&utm_term=g4%20educa%C3%A7%C3%A3o&utm_placement=search&gad_source=1&gad_campaignid=20917942975&gbraid=0AAAAAobGRoyJh48rDW2TvyIQyZua1lsXp&gclid=CjwKCAjwwJzPBhBREiwAJfHRnZWkXIlDOHl3OlViKMcRdQPuQzJL7XdNLdI7wu5LdcGTDI3738dcRxoC9q4QAvD_BwE","","1vf9my7","Safari","PC","MacOS","Brazil","7","22","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1vf9my7/tpp211/?ss=1776820503000&sd=729"
"04/21/2026","22:14","00:32","https://g4business.com/","https://g4business.com/","http://m.facebook.com/","an5ed9","FacebookApp","Mobile","Android","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/an5ed9/iwrmya/?ss=1776820457000&sd=32"
"04/21/2026","22:13","00:01","https://g4business.com/","https://g4business.com/","https://www.google.com/","1kb4fws","ChromeMobile","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1kb4fws/osqqx0/?ss=1776820422000&sd=1"
"04/21/2026","22:08","07:26","https://g4business.com/","https://g4business.com/sobre","","1ktqnhc","Chrome","PC","MacOS","Brazil","2","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1ktqnhc/1d2luoz/?ss=1776820081000&sd=446"
"04/21/2026","22:07","04:34","https://g4business.com/","https://g4business.com/","https://www.google.com/","p4j1as","ChromeMobile","Mobile","Android","Brazil","1","14","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/p4j1as/b0l96z/?ss=1776820040000&sd=274"
