"Nome do projeto","Website G4"
"Intervalo de datas","04/19/2026 00:00 - 04/19/2026 23:59"


"URL visitada é exatamente","https://g4business.com/"
"URL visitada começa com","https://g4business.com/"

"Total de sessões","200"

"URL visitada é exatamente","https://g4business.com/"
"URL visitada começa com","https://g4business.com/"

"Data","Horário","Duração da sessão","URL de entrada","URL de saída","Referenciador:","ID de usuário de clareza","Navegador","Dispositivo","OS","País/Região","Contagem de páginas","Cliques na sessão","Favorito","Link de gravação"
"04/19/2026","23:57","01:22","https://g4business.com/","https://g4business.com/?e-filter-c79346b-category=marketing","https://www.google.com/","kfrjai","MobileSafari","Mobile","iOS","Brazil","2","4","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/kfrjai/du42fq/?ss=1776653845000&sd=82"
"04/19/2026","23:55","00:30","https://g4business.com/marketing-e-growth-lp?utm_source=google&utm_medium=cpc&utm_campaign=adsgg_g4_bau081_lgen_g4-mkt-e-growth_bofu_form-g4-google_leads_branding_form-lp-dinamico&utm_content=bau081_g4-mkt-e-growth_kw-mix_g4-mkt-e-growth&utm_term=g4%20marketing%20e%20growth&utm_placement=search&gad_source=1&gad_campaignid=22953126447&gbraid=0AAAAAobGRoyjPiPJP5JyCN9_s6YZT9qi2&gclid=Cj0KCQjw-pHPBhCdARIsAHXYWP9DQz4lOoluTlD14DBTnZ-wYYWijWuP1spjd5ZvXUj3-zog-XLdGSEaAuHoEALw_wcB","https://g4business.com/marketing-e-growth-lp?utm_source=google&utm_medium=cpc&utm_campaign=adsgg_g4_bau081_lgen_g4-mkt-e-growth_bofu_form-g4-google_leads_branding_form-lp-dinamico&utm_content=bau081_g4-mkt-e-growth_kw-mix_g4-mkt-e-growth&utm_term=g4%20marketing%20e%20growth&utm_placement=search&gad_source=1&gad_campaignid=22953126447&gbraid=0AAAAAobGRoyjPiPJP5JyCN9_s6YZT9qi2&gclid=Cj0KCQjw-pHPBhCdARIsAHXYWP9DQz4lOoluTlD14DBTnZ-wYYWijWuP1spjd5ZvXUj3-zog-XLdGSEaAuHoEALw_wcB","https://www.google.com/","uxil3y","ChromeMobile","Mobile","iOS","Brazil","4","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/uxil3y/7qqi98/?ss=1776653757000&sd=30"
"04/19/2026","23:51","09:16","https://g4business.com/","https://g4business.com/biografias-mentores-g4","","179n50u","ChromeMobile","Mobile","Android","Brazil","5","9","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/179n50u/17taq0j/?ss=1776653471000&sd=556"
"04/19/2026","23:44","05:05","https://g4business.com/","https://g4business.com/","https://g4business.com/blog/o-que-e-matriz-rfm","p36hn9","Chrome","PC","MacOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/p36hn9/ctezjk/?ss=1776653064000&sd=305"
"04/19/2026","23:38","01:00","https://g4business.com/","https://g4business.com/","https://g4educacao.com/","m1907h","FacebookApp","Mobile","Android","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/m1907h/l6jd8v/?ss=1776652699000&sd=60"
"04/19/2026","23:37","02:04","https://g4business.com/","https://g4business.com/","https://www.bing.com/","1rkuku1","Edge","PC","Windows","Brazil","2","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1rkuku1/12ddnaz/?ss=1776652669000&sd=124"
"04/19/2026","23:37","01:14","https://g4business.com/","https://g4business.com/","https://www.google.com/","kmh00n","Safari","PC","MacOS","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/kmh00n/gbcjef/?ss=1776652665000&sd=74"
"04/19/2026","23:36","00:11","https://g4business.com/","https://g4business.com/","https://www.google.com/","kbquf3","MobileSafari","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/kbquf3/n2y7ne/?ss=1776652617000&sd=11"
"04/19/2026","23:35","01:55","https://g4business.com/","https://g4business.com/a-verdade#form","https://www.google.com/","7wcugg","ChromeMobile","Mobile","Android","Brazil","2","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/7wcugg/rzdvq3/?ss=1776652534000&sd=115"
"04/19/2026","23:29","03:33","https://g4business.com/","https://g4business.com/","https://instagram.com/","a18tp6","InstagramApp","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/a18tp6/113jyan/?ss=1776652174000&sd=213"
"04/19/2026","23:28","00:16","https://g4business.com/","https://g4business.com/","https://instagram.com/","5t48k5","InstagramApp","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/5t48k5/1k4qxx5/?ss=1776652135000&sd=16"
"04/19/2026","23:19","31:26","https://g4business.com/","https://g4business.com/sobre","","dx2cfi","Chrome","PC","Windows","Brazil","3","3","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/dx2cfi/1aaykbf/?ss=1776651567000&sd=1886"
