"Nome do projeto","Website G4"
"Intervalo de datas","04/16/2026 00:00 - 04/16/2026 23:59"


"URL visitada é exatamente","https://g4business.com/"
"URL visitada começa com","https://g4business.com/"

"Total de sessões","200"

"URL visitada é exatamente","https://g4business.com/"
"URL visitada começa com","https://g4business.com/"

"Data","Horário","Duração da sessão","URL de entrada","URL de saída","Referenciador:","ID de usuário de clareza","Navegador","Dispositivo","OS","País/Região","Contagem de páginas","Cliques na sessão","Favorito","Link de gravação"
"04/16/2026","23:25","01:18","https://g4business.com/","https://forms.g4business.com/inscricao/g4-programas-presenciais?ajs_aid=589e5d46-b51a-442a-b4d4-803a849c4faa&__hstc=111039834.051a2b7c80138d15e534c6e659f55b7c.1775590040630.1775935686737.1776392753482.9&__hssc=111039834.3.1776392753482&__hsfp=9b664066eb0d3d444c087a9b470e61a2&_gl=1*zi6yss*_gcl_au*MTY1MjE5MTU2MC4xNzc1NDI3NzQ0*_ga*NDUxMDk2OTguMTc3NTQyNzc0NA..*_ga_PQL3SJ0RPH*czE3NzYzOTI3NTYkbzckZzEkdDE3NzYzOTI3OTkkajE3JGwwJGg5Mjc4OTI5Nzk.*_ga_KSCFXHWCXW*czE3NzYzOTI3NTYkbzUkZzEkdDE3NzYzOTI3OTgkajE4JGwwJGgw","","34jovx","ChromeMobile","Mobile","Android","Brazil","5","4","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/34jovx/1cubl40/?ss=1776392757000&sd=78"
"04/16/2026","23:25","00:44","https://g4business.com/","https://g4business.com/","https://www.google.com/","zo4x4x","Opera","PC","Windows","Brazil","1","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/zo4x4x/9vznlc/?ss=1776392728000&sd=44"
"04/16/2026","23:25","00:32","https://g4business.com/","https://g4business.com/","","13cxn8y","MobileSafari","Mobile","iOS","Brazil","2","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/13cxn8y/atlnfl/?ss=1776392722000&sd=32"
"04/16/2026","23:18","00:02","https://g4business.com/","https://g4business.com/","","1agv0u","MobileSafari","Mobile","iOS","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1agv0u/165gtb9/?ss=1776392284000&sd=2"
"04/16/2026","23:06","18:09","https://g4business.com/","https://g4business.com/g4-gestao-e-estrategia","https://www.google.com/","1t77nx3","Chrome","PC","Windows","Brazil","4","18","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1t77nx3/pfytx2/?ss=1776391607000&sd=1089"
"04/16/2026","23:06","00:21","https://g4business.com/","https://g4business.com/","https://instagram.com/","5im40z","InstagramApp","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/5im40z/1ii9p8u/?ss=1776391565000&sd=21"
"04/16/2026","23:02","00:45","https://g4business.com/","https://g4business.com/carreiras","https://www.google.com/","1su46gj","Chrome","PC","Windows","Brazil","3","14","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1su46gj/vhw62x/?ss=1776391347000&sd=45"
"04/16/2026","23:01","00:04","https://g4business.com/","https://g4business.com/g4-tools","https://www.google.com/","16pv32j","Safari","PC","MacOS","Brazil","2","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/16pv32j/bk76yz/?ss=1776391266000&sd=4"
"04/16/2026","22:58","21:32","https://g4business.com/","https://g4business.com/","","14voh6a","Chrome","PC","MacOS","Brazil","2","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/14voh6a/omqk54/?ss=1776391106000&sd=1292"
"04/16/2026","22:57","00:02","https://g4business.com/","https://g4business.com/","https://www.google.com/","tlgis5","Chrome","PC","Windows","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/tlgis5/sdzj2w/?ss=1776391070000&sd=2"
"04/16/2026","22:55","02:16","https://g4business.com/carreiras","https://g4business.com/","https://g4business.com/growth-marketing","i2mixc","MobileSafari","Mobile","iOS","Brazil","4","3","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/i2mixc/1yyhysz/?ss=1776390952000&sd=136"
"04/16/2026","22:53","36:18","https://g4business.com/","https://g4business.com/","","173qtcn","Chrome","PC","Windows","Brazil","2","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/173qtcn/1wm099j/?ss=1776390789000&sd=2178"
"04/16/2026","22:52","08:41","https://g4business.com/","https://g4business.com/g4-communities","https://g4business.com/g4-learning","1p3v4p1","ChromeMobile","Mobile","iOS","Brazil","3","17","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1p3v4p1/lp9xeq/?ss=1776390759000&sd=521"
"04/16/2026","22:50","00:28","https://g4business.com/","https://g4business.com/","https://www.google.com/","1l9c45a","ChromeMobile","Mobile","iOS","Brazil","1","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1l9c45a/1de5pzy/?ss=1776390650000&sd=28"
"04/16/2026","22:50","00:15","https://g4business.com/","https://g4business.com/","","1atos2z","Chrome","PC","Windows","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1atos2z/3110oo/?ss=1776390641000&sd=15"
"04/16/2026","22:45","06:40","https://g4business.com/","https://g4business.com/","https://g4business.com/blog/brand-awareness","lvgz71","Chrome","PC","MacOS","Portugal","1","15","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/lvgz71/1kmmv6f/?ss=1776390352000&sd=400"
"04/16/2026","22:44","01:29","https://g4business.com/","https://g4business.com/","https://g4business.com/blog/brand-awareness","19c65b6","Chrome","PC","MacOS","Portugal","1","5","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/19c65b6/1hy1a56/?ss=1776390261000&sd=89"
"04/16/2026","22:43","07:19","https://g4business.com/g4-learning","https://g4business.com/g4-valley","https://g4business.com/","1p3v4p1","ChromeMobile","Mobile","iOS","Brazil","6","32","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1p3v4p1/keat2c/?ss=1776390194000&sd=439"
"04/16/2026","22:43","16:40","https://g4business.com/","https://g4business.com/","https://www.google.com/","171zdcr","Firefox","PC","MacOS","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/171zdcr/4y4iz0/?ss=1776390185000&sd=1000"
"04/16/2026","22:42","00:29","https://g4business.com/","https://g4business.com/","https://instagram.com/","14mmu7f","InstagramApp","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/14mmu7f/11te9ez/?ss=1776390162000&sd=29"
"04/16/2026","22:41","05:22","https://g4business.com/","https://g4business.com/","https://instagram.com/","1ehlh2u","InstagramApp","Mobile","iOS","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1ehlh2u/1ooj9k/?ss=1776390095000&sd=322"
"04/16/2026","22:34","07:02","https://g4business.com/","https://g4business.com/","https://www.google.com/","fde0d9","Chrome","PC","MacOS","Brazil","1","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/fde0d9/a5e375/?ss=1776389693000&sd=422"
"04/16/2026","22:29","00:02","https://g4business.com/","https://g4business.com/","https://instagram.com/","1ppxwdj","InstagramApp","Mobile","iOS","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1ppxwdj/1x72xbe/?ss=1776389361000&sd=2"
"04/16/2026","22:28","00:02","https://g4business.com/","https://g4business.com/","","1ekmsws","MobileSafari","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1ekmsws/1qhdj9t/?ss=1776389327000&sd=2"
"04/16/2026","22:28","06:24","https://g4business.com/","https://g4business.com/","https://g4business.com/blog/brand-awareness","15se2ir","Chrome","PC","MacOS","Portugal","1","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/15se2ir/1bobw2k/?ss=1776389307000&sd=384"
"04/16/2026","22:26","05:17","https://g4business.com/","https://g4business.com/","","2u5mxx","Chrome","PC","Linux","Brazil","1","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/2u5mxx/1xez6id/?ss=1776389161000&sd=317"
"04/16/2026","22:25","00:02","https://g4business.com/","https://g4business.com/","https://www.google.com/","sptsjx","GoogleApp","Mobile","iOS","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/sptsjx/toaj20/?ss=1776389158000&sd=2"
"04/16/2026","22:24","00:16","https://g4business.com/","https://g4business.com/","https://instagram.com/","1gm0pau","InstagramApp","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1gm0pau/1e43fwv/?ss=1776389093000&sd=16"
"04/16/2026","22:24","02:20","https://g4business.com/","https://g4business.com/g4-learning","https://www.google.com/","tpzt26","MobileSafari","Mobile","iOS","Brazil","2","3","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/tpzt26/8j09fo/?ss=1776389062000&sd=140"
"04/16/2026","22:22","01:08","https://g4business.com/","https://forms.g4business.com/inscricao/g4-programas-presenciais?internal_ref=im-g4-gestao-estrategia&_gl=1*1ljtzwo*_gcl_au*NzMyMDQ3OTI0LjE3NzYzODg5MjU.*_ga*MTYzODk4NTE4MC4xNzc2Mzg4OTM2*_ga_PQL3SJ0RPH*czE3NzYzODg5MzUkbzEkZzEkdDE3NzYzODg5OTAkajUkbDAkaDE2MzA0NjkwODU.*_ga_KSCFXHWCXW*czE3NzYzODg5MzUkbzEkZzEkdDE3NzYzODg5OTAkajUkbDAkaDA.","https://www.google.com/","1ld3xix","MobileSafari","Mobile","iOS","Brazil","5","14","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1ld3xix/14r372/?ss=1776388935000&sd=68"
"04/16/2026","22:19","01:03","https://g4business.com/g4-skills","https://forms.g4business.com/inscricao/g4-programas-presenciais?ajs_aid=589e5d46-b51a-442a-b4d4-803a849c4faa&__hstc=111039834.2c490e92e513183b49c0a8688105989d.1776388554252.1776388554252.1776388742628.2&__hssc=111039834.3.1776388742628&__hsfp=75ae168a35413e3f9e6e0eb7d6a6ab9c&_gl=1*zz66fe*_gcl_aw*R0NMLjE3NzYzODg1NTguQ2owS0NRandrWUxQQmhDM0FSSXNBSXlIaTNSaVhJOWZ3Y2Y2SFplNG8tX1hkeVZLUEhwZlVpSTdRN0c2UDZLSmVOTy1uNzhoclVxUWZad2FBcEhQRUFMd193Y0I.*_gcl_au*MTM0MDU1NzM2OC4xNzc2Mzg4NTU0*_ga*Mjk3OTQ3MTQ1LjE3NzYzODg1NTg.*_ga_PQL3SJ0RPH*czE3NzYzODg1NTgkbzEkZzEkdDE3NzYzODg4MTQkajYwJGwwJGgxNDg1NjUxNDA1*_ga_KSCFXHWCXW*czE3NzYzODg1NTgkbzEkZzEkdDE3NzYzODg4MTQkajYwJGwwJGgw","https://www.google.com/","mmist7","MobileSafari","Mobile","iOS","Brazil","3","7","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/mmist7/1inira4/?ss=1776388754000&sd=63"
"04/16/2026","22:18","07:40","https://g4business.com/","https://g4business.com/g4-gestao-e-estrategia","https://instagram.com/","fpxtwp","InstagramApp","Mobile","iOS","Brazil","3","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/fpxtwp/16ngm2u/?ss=1776388725000&sd=460"
"04/16/2026","22:13","07:14","https://g4business.com/","https://g4business.com/","https://g4business.com/blog/brand-awareness","i6pcxz","Chrome","PC","MacOS","Portugal","1","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/i6pcxz/mhva5w/?ss=1776388396000&sd=434"
"04/16/2026","22:09","00:39","https://g4business.com/","https://forms.g4business.com/inscricao/g4-programas-presenciais?internal_ref=im-g4-gestao-estrategia&__hstc=111039834.aef76793be9dbee1108180bf176a021a.1776388139037.1776388139037.1776388139037.1&__hssc=111039834.2.1776388139038&__hsfp=0b86b500db91b67d1b780776a427503a&_gl=1*1ygb2co*_gcl_au*MTgwMzkxMzIwOC4xNzc2Mzg4MTM4*_ga*MTQ3Njc5NDgxMC4xNzc2Mzg4MTQx*_ga_PQL3SJ0RPH*czE3NzYzODgxNDEkbzEkZzEkdDE3NzYzODgxNDQkajU3JGwwJGgxMDgzOTUxMjE0*_ga_KSCFXHWCXW*czE3NzYzODgxNDEkbzEkZzEkdDE3NzYzODgxNDQkajU3JGwwJGgw","https://instagram.com/","rnpf39","InstagramApp","Mobile","Android","Brazil","3","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/rnpf39/7g3cux/?ss=1776388141000&sd=39"
"04/16/2026","22:08","00:21","https://g4business.com/","https://g4business.com/","https://instagram.com/","1pjz95g","InstagramApp","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1pjz95g/1qjh3bm/?ss=1776388092000&sd=21"
"04/16/2026","22:07","30:31","https://g4business.com/","https://g4business.com/","https://g4business.com/g4-academia-de-vendedores","6i2zms","Safari","PC","MacOS","Brazil","2","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/6i2zms/19vhw63/?ss=1776388077000&sd=1831"
"04/16/2026","22:04","01:09","https://g4business.com/","https://g4business.com/g4-learning?internal_ref=im-g4-gestao-estrategia&_gl=1%2Abehsr0%2A_gcl_au%2AMTc4ODA5NDU1NS4xNzc2Mzg3ODQw%2A_ga%2AMTcxMDE2MjY0OS4xNzc2Mzg3ODQy%2A_ga_PQL3SJ0RPH%2AczE3NzYzODc4NDEkbzEkZzEkdDE3NzYzODc4NDgkajUzJGwwJGgxNjc1OTg2MzIx%2A_ga_KSCFXHWCXW%2AczE3NzYzODc4NDEkbzEkZzEkdDE3NzYzODc4NDgkajUzJGwwJGgw","https://instagram.com/","ou4x2f","InstagramApp","Mobile","iOS","Brazil","5","14","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/ou4x2f/c0sgdy/?ss=1776387842000&sd=69"
"04/16/2026","22:04","00:06","https://g4business.com/","https://g4business.com/","","1fp46h9","MobileSafari","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1fp46h9/18p6b9p/?ss=1776387842000&sd=6"
"04/16/2026","22:02","00:03","https://g4business.com/","https://g4business.com/","","1s2ittn","Chrome","PC","Linux","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1s2ittn/panqv/?ss=1776387765000&sd=3"
"04/16/2026","22:01","00:06","https://g4business.com/","https://g4business.com/","https://www.google.com/","1978wal","MobileSafari","Mobile","iOS","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1978wal/yutlnh/?ss=1776387717000&sd=6"
"04/16/2026","22:01","01:04","https://g4business.com/","https://g4business.com/","https://www.google.com/","1mu514j","ChromeMobile","Mobile","Android","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1mu514j/1pnegg5/?ss=1776387661000&sd=64"
"04/16/2026","22:00","00:28","https://g4business.com/","https://g4business.com/","https://instagram.com/","1k4zhli","InstagramApp","Mobile","iOS","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1k4zhli/atkhg8/?ss=1776387648000&sd=28"
"04/16/2026","22:00","00:09","https://g4business.com/carreiras","https://g4business.com/","https://g4business.com/","pfyw0","MobileSafari","Mobile","iOS","Brazil","2","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/pfyw0/bj3j26/?ss=1776387633000&sd=9"
"04/16/2026","22:00","00:11","https://g4business.com/","https://g4business.com/","https://g4business.com/podcasts","mgq9va","MobileSafari","Mobile","iOS","Brazil","1","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/mgq9va/1vysbpv/?ss=1776387627000&sd=11"
"04/16/2026","22:00","00:06","https://g4business.com/","https://g4business.com/","https://www.google.com/","pfyw0","MobileSafari","Mobile","iOS","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/pfyw0/1dkv3ir/?ss=1776387622000&sd=6"
"04/16/2026","21:56","01:46","https://g4business.com/","https://g4business.com/","https://instagram.com/","9mbja9","InstagramApp","Mobile","iOS","Brazil","1","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/9mbja9/19dqbtm/?ss=1776387387000&sd=106"
"04/16/2026","21:55","13:05","https://g4business.com/","https://g4business.com/","","1pzg0pg","Chrome","PC","MacOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1pzg0pg/18ytqfr/?ss=1776387326000&sd=785"
"04/16/2026","21:55","05:05","https://g4business.com/","https://g4business.com/","","1no7aze","Chrome","PC","Windows","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1no7aze/j3cgmz/?ss=1776387319000&sd=305"
"04/16/2026","21:54","00:30","https://g4business.com/","https://g4business.com/","https://instagram.com/","8csmvk","InstagramApp","Mobile","Android","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/8csmvk/cjcfe9/?ss=1776387254000&sd=30"
"04/16/2026","21:53","01:25","https://g4business.com/","https://g4business.com/materiais-gratuitos","https://instagram.com/","c3q1fi","InstagramApp","Mobile","Android","Brazil","2","11","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/c3q1fi/1wo3ce7/?ss=1776387210000&sd=85"
"04/16/2026","21:53","00:07","https://g4business.com/","https://g4business.com/","https://instagram.com/","16whjzl","InstagramApp","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/16whjzl/1of5uxo/?ss=1776387206000&sd=7"
"04/16/2026","21:51","01:21","https://g4business.com/","https://g4business.com/","https://instagram.com/","1m69wqf","InstagramApp","Mobile","Android","Brazil","1","3","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1m69wqf/8gigih/?ss=1776387075000&sd=81"
"04/16/2026","21:50","00:02","https://g4business.com/","https://g4business.com/","","stjiq","MobileSafari","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/stjiq/2dvxbl/?ss=1776387011000&sd=2"
"04/16/2026","21:50","06:19","https://g4business.com/","https://g4business.com/g4-learning","https://instagram.com/","9mbja9","InstagramApp","Mobile","iOS","Brazil","6","8","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/9mbja9/10psk20/?ss=1776387004000&sd=379"
"04/16/2026","21:47","18:10","https://g4business.com/","https://g4business.com/g4-aceleracao-de-vendas","https://www.bing.com/","zvo5vi","Edge","PC","Windows","Brazil","16","67","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/zvo5vi/1siigdz/?ss=1776386852000&sd=1090"
"04/16/2026","21:42","00:49","https://g4business.com/","https://g4business.com/","https://www.google.com/","1ejnzjf","ChromeMobile","Mobile","Android","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1ejnzjf/3n4rho/?ss=1776386548000&sd=49"
"04/16/2026","21:42","00:07","https://g4business.com/","https://g4business.com/","https://instagram.com/","1th120l","InstagramApp","Mobile","iOS","Brazil","1","0","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1th120l/5szu39/?ss=1776386540000&sd=7"
"04/16/2026","21:42","05:48","https://g4business.com/","https://g4business.com/g4-bootcamp","","1qamo9z","Chrome","PC","Windows","Brazil","2","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1qamo9z/1q4f9ev/?ss=1776386522000&sd=348"
"04/16/2026","21:39","01:11","https://g4business.com/","https://g4business.com/g4-learning","https://www.google.com/","sptsjx","GoogleApp","Mobile","iOS","Brazil","4","7","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/sptsjx/1e1ifuc/?ss=1776386385000&sd=71"
"04/16/2026","21:38","04:08","https://g4business.com/biografias/gustavo-pagotto","https://g4business.com/cases-de-sucesso","https://g4business.com/","ovapzb","ChromeMobile","Mobile","iOS","Brazil","12","43","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/ovapzb/12riuf5/?ss=1776386303000&sd=248"
"04/16/2026","21:38","02:10","https://g4business.com/","https://g4business.com/g4-learning#presenciais","https://g4educacao.com/","mcj0f2","Safari","PC","MacOS","Brazil","4","6","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/mcj0f2/1o9ioqm/?ss=1776386297000&sd=130"
"04/16/2026","21:37","00:39","https://g4business.com/","https://g4business.com/","https://www.google.com/","ovapzb","ChromeMobile","Mobile","iOS","Brazil","1","13","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/ovapzb/1rx9y83/?ss=1776386262000&sd=39"
"04/16/2026","21:36","01:59","https://g4business.com/","https://g4business.com/","https://www.google.com/","7h5u2k","MobileSafari","Mobile","iOS","Brazil","3","4","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/7h5u2k/yxgkko/?ss=1776386198000&sd=119"
"04/16/2026","21:36","08:22","https://g4business.com/","https://forms.g4business.com/inscricao/g4-programas-presenciais?ajs_aid=589e5d46-b51a-442a-b4d4-803a849c4faa&__hstc=111039834.24c2d48166ae8d4d9def07687ccc4818.1776386198852.1776386198852.1776386198852.1&__hssc=111039834.1.1776386198853&__hsfp=665d957063eb99e05d6c5674b9a432e2&_gl=1*1gvrbzz*_gcl_au*MjEwNzgxNjY2My4xNzc2Mzg2MTky*_ga*Njc3ODEwMzkyLjE3NzYzODYxOTM.*_ga_PQL3SJ0RPH*czE3NzYzODYxOTIkbzEkZzEkdDE3NzYzODY1NDUkajYwJGwwJGgxODUwMjc5NTM.*_ga_KSCFXHWCXW*czE3NzYzODYxOTMkbzEkZzAkdDE3NzYzODY1NDUkajYwJGwwJGgw","https://www.google.com/","1mjxu41","Chrome","PC","Windows","Brazil","3","2","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1mjxu41/1ax8t37/?ss=1776386196000&sd=502"
"04/16/2026","21:34","02:29","https://g4business.com/g4-gestao-e-estrategia?utm_source=google&utm_medium=cpc&utm_campaign=adsgg_g4_bau074_lgen_g4-institucional_bofu_form-g4-google_leads_branding_site-g4&utm_content=bau074_g4-institucional_kw-mix_g4-educacao&utm_term=g4%20educa%C3%A7%C3%A3o&utm_placement=search&gad_source=1&gad_campaignid=20917942975&gclid=Cj0KCQjwkYLPBhC3ARIsAIyHi3TvZHBx9ZoQ_98n3_VGlTyS-QIYN_K4iRQMryhIc4NfRy7NsQDleDYaApYfEALw_wcB","https://g4business.com/g4-aceleracao-de-vendas","https://www.google.com/","1wr8ywt","ChromeMobile","Mobile","Android","Brazil","5","5","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1wr8ywt/1kohnl/?ss=1776386096000&sd=149"
"04/16/2026","21:34","00:47","https://g4business.com/","https://g4business.com/","https://instagram.com/","1e25dtr","InstagramApp","Mobile","iOS","Brazil","1","1","FALSE","https://clarity.microsoft.com/player/gqp2qk3220/1e25dtr/18xc47v/?ss=1776386079000&sd=47"
